producttitle,title,rating,review,text,sentiment,confidence,textblob_polarity,subjectivity,sentiment_category
"MySoftware Company, Mysoftware My Database",Don't buy this,1,"Where is the ""get started quickly"" section they speak of.  Impossible to use.  I threw it in the garbage.",dont buy get started quickly section speak impossible use threw garbage,NEGATIVE,0.999294281,-0.166666667,0.75,Negative
"MySoftware Company, Mysoftware My Database",Old program,1,This is old program!!!!  There is no network capability. Practically useless when u want to use it for ur business.,old program old program network capability practically useless u want use ur business,NEGATIVE,0.999721229,-0.1,0.2,Negative
"MySoftware Company, Mysoftware My Database",Simple Database.,1,If you like simple stuff this Database won't disappoint you.  I found it to restrictive and don't use it.,simple database like simple stuff database wont disappoint found restrictive dont use,NEGATIVE,0.97391516,0,0.357142857,Neutral
"MySoftware Company, Mysoftware My Database",Good database for the money.,5,"Love it, did what I needed it to do for a reasonable price and fairly easy to use.",good database money love needed reasonable price fairly easy use,NEGATIVE,0.974399567,0.458333333,0.658333333,Positive
"MySoftware Company, Mysoftware My Database",The database format,5,This program will help me with my business,database format program help business,POSITIVE,0.911544442,0,0,Neutral
"MySoftware Company, Mysoftware My Database",One Star,1,Very poor search capabilities......no security password......plain vanilla flat database.,one star poor search capabilitiesno security passwordplain vanilla flat database,NEGATIVE,0.999790132,-0.2125,0.3625,Negative
"MySoftware Company, Mysoftware My Database",Garbage,1,did not work on my lap$10.00. Garbage,garbage work lap garbage,NEGATIVE,0.999513865,0,0,Neutral
"MySoftware Company, Mysoftware My Database",Too Old,1,"Outdated, don't bother with this.",old outdated dont bother,NEGATIVE,0.999549091,-0.15,0.416666667,Negative
"MySoftware Company, Mysoftware My Database",One Star,1,not at all powerful,one star powerful,POSITIVE,0.99986589,0.3,1,Positive
"MySoftware Company, Mysoftware My Database",One Star,1,CRAP,one star crap,NEGATIVE,0.999764383,-0.8,0.8,Very Negative
"MySoftware Company, Mysoftware My Database",Can't beat it for the price.,5,All I wanted to do was keep a small book inventory. It was easy to create the files and keep my records.,cant beat price wanted keep small book inventory easy create file keep record,NEGATIVE,0.985066414,0.091666667,0.616666667,Positive
"MySoftware Company, Mysoftware My Database",Five Stars,5,Just what I needed,five star needed,POSITIVE,0.995282948,0,0,Neutral
"MySoftware Company, Mysoftware My Database",Five Stars,5,"good price, good product",five star good price good product,POSITIVE,0.999826252,0.7,0.6,Very Positive
"MySoftware Company, Mysoftware My Database",Five Stars,5,What I wanted,five star wanted,POSITIVE,0.994572818,0,0,Neutral
"MySoftware Company, Mysoftware My Database",Three Stars,3,Not sure it is for window 8.,three star sure window,POSITIVE,0.999752581,0.5,0.888888889,Very Positive
"MySoftware Company, Mysoftware My Database",Incredible Product,5,Very easy to use database program.,incredible product easy use database program,POSITIVE,0.999297738,0.666666667,0.866666667,Very Positive
"MySoftware Company, Mysoftware My Database",Good simple database when it works,1,Dose a wonderful job for those who do not need relational databases. Easy to understand and use. Until it didn't and now you can't beat it to death with a stick,good simple database work dose wonderful job need relational database easy understand use didnt cant beat death stick,POSITIVE,0.996006668,0.533333333,0.697619048,Very Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Great Product!,5,Very easy to use! Print is excellent and easy to setup. Excellent price. Great for small businesses.,great product easy use print excellent easy setup excellent price great small business,POSITIVE,0.998524845,0.602380952,0.795238095,Very Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,really bad and confusing software,1,Never buy this product,really bad confusing software never NOT buy product,NEGATIVE,0.998661041,-0.5,0.533333333,Negative
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Great Product,5,"Great Product for a Great price works very well, does the job it is created and intended for.",great product great product great price work well job created intended,POSITIVE,0.99964869,0.8,0.75,Very Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Easy to use,5,"Great value, tech support was fantastic",easy use great value tech support fantastic,POSITIVE,0.999735177,0.544444444,0.827777778,Very Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,I cant use it confidently,2,"its not very user friendly, you have to know the taxes rate etc. it will probably be useful to tax accountants but not for end user small businesses",cant use confidently user friendly know tax rate etc probably useful tax accountant end user small business,NEGATIVE,0.994199514,0.23125,0.433333333,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Efficient and does the job,4,"Pros:-To the point, does what it supposed to.-Easy to use, learned in 15 mins by self-exploration.-Excellent tech support, was having issue with adjusting Bank logo, which was fixed within 24 hrs by support.Cons:-Can't change font size for Bank logo or Business Address, the standard one kind of works but for professional look, option to change the size would definitely be needed. Although my issue was resolved by tech.-The app looks little dated but it works, some uplift in look & feel is needed.",efficient job prosto point supposed toeasy use learned min selfexplorationexcellent tech support issue adjusting bank logo fixed within hr supportconscant change font size bank logo business address standard one kind work professional look option change size would definitely needed although issue resolved techthe app look little dated work uplift look feel needed,NEGATIVE,0.992612362,0.102083333,0.366666667,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,very satisfied!,5,Tech support is AWESOME!  $50.00 for this program compared to $502.00 for quickbopoks payroll.,satisfied tech support awesome program compared quickbopoks payroll,POSITIVE,0.996436477,0.75,1,Very Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Not good for purpose,1,Not user friendly Needed to print checks from a month back for employee and it will not print but one weekss worth Not working out ! 1099 has only 2020 Where is 2021??,good purpose user friendly needed print check month back employee print one week worth working,NEGATIVE,0.927477241,0.34375,0.3,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Great support,4,"Great support, fast support, easy to use, great value but doesn't have vacation/ sick accrual and tracking. You can pay it but can't track it. Otherwise it does everything else.",great support great support fast support easy use great value doesnt vacation sick accrual tracking pay cant track otherwise everything else,POSITIVE,0.993149459,0.386507937,0.756746032,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Payroll,1,"Payroll is not designed for more than one company, even though they say it is",payroll payroll designed one company even though say,NEGATIVE,0.980895758,0,0,Neutral
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,"For the money, it does what I expected.",4,"The only thing that would make it better, was if State quarterly tax report could be printed.",money expected thing would make better state quarterly tax report could printed,NEGATIVE,0.997926831,0.2,0.45,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,"The product does not contain information for Puerto Rico therefore, useless for my purpose",2,"I purchased the software with the understanding that it cover the Puerto Rico system or that the values could be overwritten. This is not the case. Though the price for the software is reasonably low, I have no use for it",product contain information puerto rico therefore useless purpose purchased software understanding cover puerto rico system value could overwritten case though price software reasonably low use,NEGATIVE,0.999355257,-0.25,0.25,Negative
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,You dont know that need a subscription or how much it is,2,Its good now except for they dont tell you you need a subscription to submit your taxes or tell you how much it is,dont know need subscription much good except dont tell need subscription submit tax tell much,NEGATIVE,0.985163152,0.45,0.4,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Didnt really work for my needs,2,Not real user friendly,didnt really work need real user friendly,NEGATIVE,0.999400258,0.258333333,0.333333333,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,very good product,5,very good product,good product good product,POSITIVE,0.999845982,0.7,0.6,Very Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Math aint right on this,1,"The math is off on this, 20x10 is 200 without taxes and I takes off of it and over ride the taxes and it said 210 or 220.",math aint right math x without tax take ride tax said,POSITIVE,0.68953687,0.285714286,0.535714286,Positive
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Not as expected,1,Didnt like the software. Ga state taxes did not match up.,expected didnt like software ga state tax match,NEGATIVE,0.995279193,-0.1,0.4,Negative
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,IT WASN'T UPDATED,1,"THE CD IS NOT UPDATED, LACK OF COMMUNICATION POOR COMMUNICATION",wasnt updated cd updated lack communication poor communication,NEGATIVE,0.999547422,-0.4,0.6,Negative
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Software was unusable,1,Would not update. Would not work. Save your money,software unusable would update would work save money,NEGATIVE,0.999670267,0,0,Neutral
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Terrible Product,1,It would not calculate payroll after the 1st employee.,terrible product would calculate payroll st employee,NEGATIVE,0.999648809,-1,1,Very Negative
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Payroll CD,1,The product was not what I expected.,payroll cd product expected,NEGATIVE,0.977078736,-0.1,0.4,Negative
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,Poor quality,1,Poor quality,poor quality poor quality,NEGATIVE,0.999794185,-0.4,0.6,Negative
Print Checks Payroll - 2023 &amp; 2024 Payroll software for Windows 10/11 - CD - Includes 12 month license,it was fine,4,"I hate learning new software as a senior, but this was fairly easy. I had another payroll service, and lost several clients, but they doubled their fees, so I cancelled, when i did that, i could not download my W-2 and W-3, and all the end of year documents. all the pages, said not for filing, real spite work.",fine hate learning new software senior fairly easy another payroll service lost several client doubled fee cancelled could download w w end year document page said filing real spite work,NEGATIVE,0.998201847,0.064393939,0.497979798,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Easy to use,5,Incredibly easy to use and provided our company the ability to scale up by using additional features of the product over time. Our inventory is always spot-on as the integrations with various merchants and other software is excellent.,easy use incredibly easy use provided company ability scale using additional feature product time inventory always spoton integration various merchant software excellent,POSITIVE,0.977724373,0.466666667,0.791666667,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Worst purchase I've ever made on Amazon,1,"I was excited to get the software for my business. It comes with a CD. It gives you an really long activation code and for me it didn't work at all. I read this happened to someone else. You email the vendor, and the email is bounced back saying the address is invalid.I think Amazon needs to drop this company. I think they are out of business and the whole thing seemed like a scam",worst purchase ive ever made amazon excited get software business come cd give really long activation code didnt work read happened someone else email vendor email bounced back saying address invalidi think amazon need drop company think business whole thing seemed like scam,NEGATIVE,0.99973911,-0.095,0.51,Negative
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Great service,5,Great service. Product was really nice but wouldn't work on my computer.  Refund was fast and easy.,great service great service product really nice wouldnt work computer refund fast easy,POSITIVE,0.908273816,0.566666667,0.786666667,Very Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Overall good experience!,5,Overall good experience. Set up was fairly streamlined. Some glitches here and there some of which have yet to be resolved.,overall good experience overall good experience set fairly streamlined glitch yet resolved,POSITIVE,0.999344289,0.42,0.42,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,It does not calculate the sales price plus taxes correctly.,1,The most basic math function does not work.The total of the sales price plus taxes is not calculated properly. This software adds the sales price plus the number/s is the tax box as a number and not as a percentage. You can see the attachment where $22.95 + 7.5% (tax rate) does not equal $30.45.  Total needs to be $24.67,calculate sale price plus tax correctly basic math function workthe total sale price plus tax calculated properly software add sale price plus number tax box number percentage see attachment tax rate equal total need,NEGATIVE,0.978068531,0,0.395,Neutral
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Would not load.,1,Would not load.,would load would load,NEGATIVE,0.99910295,0,0,Neutral
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Easy to use,5,The software is easy to use and is important to our operations.,easy use software easy use important operation,NEGATIVE,0.689667583,0.422222222,0.888888889,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Cd,1,This CD not work with the code they provide  an is use just for 15 days,cd cd work code provide use day,NEGATIVE,0.942455292,0,0,Neutral
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,"Don't buy this. Would not install, no cutomer support",1,"1. You need to have the cd in your system in order to run this software. If you have a laptop that does not have a CD drive, you have to plug in an external cd drive.2. The software wouldn't install3. The email they give you for technical support bounces",dont buy would install cutomer support need cd system order run software laptop cd drive plug external cd drive software wouldnt install email give technical support bounce,NEGATIVE,0.994952202,0,0.1,Neutral
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Awesome Features,5,This product has MOST of the features we were looking for in a member management / Website integration system. We needed software that managed our membership database and integrated with our website and would allow for easy registration for events on our site.,awesome feature product feature looking member management website integration system needed software managed membership database integrated website would allow easy registration event site,POSITIVE,0.9957515,0.716666667,0.916666667,Very Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Helpful!,5,"Practical features that are used by any warehouse daily, pick list, packing list, item management, batch/serial number management etc... all in all a complete package for warehouse management.",helpful practical feature used warehouse daily pick list packing list item management batchserial number management etc complete package warehouse management,POSITIVE,0.968813777,0.05,0.2,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Easy to use,5,"Simple, easy to use and customize and efficient",easy use simple easy use customize efficient,POSITIVE,0.962607205,0.288888889,0.674603175,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,inventory,5,i like it but the only thing i just get tired is putting the cd in every time i got to use the software i wish ounce you install it you don't need the cd anymore,inventory like thing get tired putting cd every time got use software wish ounce install dont need cd anymore,NEGATIVE,0.999146581,-0.4,0.7,Negative
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Lacking critical information - useless,5,What good is an inventory system that doesn't tell you the dollar value of the inventory you have on hand. Only reports with dollars only handle sales Waste of money.,lacking critical information useless good inventory system doesnt tell dollar value inventory hand report dollar handle sale waste money,NEGATIVE,0.999421477,-1.39E-17,0.4,Negative
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Easy to learn and use,5,The software is very easy to learn and use along with great features and functionality. Has some great workarounds and has been able to do everything we've needed and much more.,easy learn use software easy learn use along great feature functionality great workarounds able everything weve needed much,POSITIVE,0.998401225,0.527777778,0.665277778,Very Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Straight forward,5,The setup process was very straight forward. Setting up your inventory system can be very tedious but it's very important that it is done correctly.,straight forward setup process straight forward setting inventory system tedious important done correctly,NEGATIVE,0.992858887,0.075,0.7,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Satisfied with the system,5,Very satisfied with the system. Never regretted my decision in choosing your services.,satisfied system satisfied system never NOT regretted decision choosing service,POSITIVE,0.999193966,0.5,1,Very Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Amazing Software,5,Incredibly user-friendly. This is the perfect system to track inventory.,amazing software incredibly userfriendly perfect system track inventory,POSITIVE,0.999645948,0.833333333,0.933333333,Very Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Convenient,5,"The main factors were the excellent integration with shopify, as well as the attractive pricing.",convenient main factor excellent integration shopify well attractive pricing,POSITIVE,0.999448717,0.655555556,0.777777778,Very Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Worthy!,5,This is helpful for organizing ways. Reporting is also fairly straightforward so staff can grab quick stats on various aspects of the inventory. Reports can also be locked down according to what each staff member should be able to see.,worthy helpful organizing way reporting also fairly straightforward staff grab quick stats various aspect inventory report also locked according staff member able see,POSITIVE,0.679557443,0.308333333,0.6,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Advantageous,5,Having the ability to access this program without being hardwired to the database has changed everything for us. And the apps make it easy to make changes quickly and easily on the fly. Overall we are so pleased.,advantageous ability access program without hardwired database changed everything u apps make easy make change quickly easily fly overall pleased,POSITIVE,0.999334753,0.433333333,0.683333333,Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,User-friendly,5,The ease and accessibility are user-friendly. I love the many options I have when printing reports,userfriendly ease accessibility userfriendly love many option printing report,POSITIVE,0.979534388,0.5,0.55,Very Positive
Inventory Management Professional Software; Inventory Control Supply Chain Management Software; Win PCs Only,Amazing Experience,5,The ease and accessibility is user-friendly. I love the many options I have when printing reports.,amazing experience ease accessibility userfriendly love many option printing report,POSITIVE,0.999546945,0.533333333,0.666666667,Very Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",There is NO detailed accounting system in it - very simple.,1,I emailed them but no response!!!  Now I can not return it since I was traveling for an extensive amout of time.,detailed accounting system simple emailed response return since traveling extensive amout time,POSITIVE,0.966505647,0.133333333,0.48015873,Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Easy to use,5,Easy to use. It does what they say. very few bugs. Our last system had new releases often however they usually introduced new bugs to the environment. The support staff is very responsive. I was worried at first as the staff is on the smaller size however they are much quicker to resolve issues than our last big name system. I will sen in a supports email and someone is working on it that day!,easy use easy use say bug last system new release often however usually introduced new bug environment support staff responsive worried first staff smaller size however much quicker resolve issue last big name system sen support email someone working day,NEGATIVE,0.98787117,0.121763085,0.372038567,Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses","Basic, too many fields to enter data...click, click, click.",2,Limited use. Filters on the software does not allow the types of reporting data I needed to perform. Not very helpful.,basic many field enter dataclick click click limited use filter software allow type reporting data needed perform helpful,NEGATIVE,0.989636958,0.142857143,0.255952381,Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Totally incomplete CD according to description.,1,"No Office, Facilities and Bookkeeping.  Calendar would not work, Contributions was ify that it would come up and the membership portion had Thousands of sample name but would not even show on reports or list and I entered 3 names and could not retrieve any info or report on the names I entered fresh..  sent 3 emails to address listed in CD pack, 2 come back undeliverable and 1 is still out there.  No phone numbers and cant find parent company in searches.Looking through other software, I see the the same company has a Membership Managing Software, with only the modules that was on my CD,,  I wonder if the CD was a mislabel and it did not have The Church Management Software Professional files on this disk??????",totally incomplete cd according description office facility bookkeeping calendar would work contribution ify would come membership portion thousand sample name would even show report list entered name could retrieve info report name entered fresh sent email address listed cd pack come back undeliverable still phone number cant find parent company searcheslooking software see company membership managing software module cd wonder cd mislabel church management software professional file disk,NEGATIVE,0.999523401,0.1,0.3375,Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Easy to customize.,5,very easy to use an admin console. Once you figure out where everything lives it is easy to get around the system we have a great deal of flexibility with the system when it comes to customization.,easy customize easy use admin console figure everything life easy get around system great deal flexibility system come customization,NEGATIVE,0.695242882,0.525,0.8125,Very Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses","Don't Buy, It's a scam, fraud, cad",1,This product does not work. It will load to your computer but everytime I try to enter data. The garbage prog. Has an error. I reached out to the company more than 2 weeks ago with no response. Let see how long it takes for a refund.,dont buy scam fraud cad product work load computer everytime try enter data garbage prog error reached company week ago response let see long take refund,NEGATIVE,0.999307036,-0.05,0.4,Negative
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Exactly what we needed!!,5,"The implementation team was patient, kind and very helpful! For our all volunteer based organization, the support and guidance we received for implementing our new website and database was exactly what we needed!",exactly needed implementation team patient kind helpful volunteer based organization support guidance received implementing new website database exactly needed,POSITIVE,0.743509054,0.309090909,0.463636364,Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Doesnt do what I needed,1,I needed a program where I could have a budget and expense/income printout,doesnt needed needed program could budget expenseincome printout,NEGATIVE,0.993178368,0,0,Neutral
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Easily Managed all members.,5,This has been a very good solution for our organization of just over 300 members.,easily managed member good solution organization member,POSITIVE,0.99913615,0.566666667,0.716666667,Very Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Very straight forward.,5,It seemed straight forward. There was training that came with the program. We do get quick answers when we have a question.,straight forward seemed straight forward training came program get quick answer question,NEGATIVE,0.982884645,0.244444444,0.433333333,Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Software,1,It wasnt what I thought it was it didnt Give me a year in total.,software wasnt thought didnt give year total,NEGATIVE,0.992704809,0,0.75,Neutral
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Not what I expected,1,Very limited capabilities,expected limited capability,NEGATIVE,0.998185575,-0.085714286,0.271428571,Negative
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",What is amazing is what you cannot do,1,"This software was purchased for a small congregation who hires out our bookkeeping.The software allows you to input information for individuals and family members, and assign groups.This is great and just what a small church needs.HOWEVER, there is no support of any kind that I can find; the on-board help icon does nothing; the ""about"" link gives no information concerning the company or the software. Although the software allows you to write a letter to a group that includes the individual's name, you cannot include other mailmerge fields into your letter, you cannot print envelopes, you cannot export to an excel sheet so that you can do your own mail merge. With a Church Management Suite, I want to be able to identify a group or selection of parishioners and to send them a customized letter which includes inserting the individual's name and other data fields, as well as printing the envelopes, and being able to generate a church directory with just the information I want to include. This software is so close to having it right, but fails badly usability....and no support.",amazing software purchased small congregation hire bookkeepingthe software allows input information individual family member assign groupsthis great small church needshowever support kind find onboard help icon nothing link give information concerning company software although software allows write letter group includes individual name include mailmerge field letter print envelope export excel sheet mail merge church management suite want able identify group selection parishioner send customized letter includes inserting individual name data field well printing envelope able generate church directory information want include software close right fails badly usabilityand support,NEGATIVE,0.941387177,0.121978022,0.561721612,Positive
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Just in time,5,This software is going to help make life easier with record keeping.,time software going help make life easier record keeping,NEGATIVE,0.990088165,0,0,Neutral
"Church Management Software Professional System; Church Facilities, Office, Bookkeeping and Finances Administration Software; Win Only CD-ROM; Multiuser License (100,000 Members) - 5 User Licenses",Great support,5,Great product with great support.,great support great product great support,POSITIVE,0.999838352,0.8,0.75,Very Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Love it,5,So far it has realy helped me with scheduling my boarding appointments.,love far realy helped scheduling boarding appointment,POSITIVE,0.999427855,0.3,0.8,Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Outdated software,1,This software is outdated (2012) and will not install in newer computers - useless,outdated software software outdated install newer computer useless,NEGATIVE,0.999785364,-0.433333333,0.488888889,Negative
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Helpful to me,5,"The basic scheduling and employee management is very user friendly and easy to teach new users. I do like the chat features, that has always always been very helpful to me as well.",helpful basic scheduling employee management user friendly easy teach new user like chat feature always always helpful well,POSITIVE,0.998777211,0.236174242,0.478219697,Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Easy to use!,5,"The learning curve was easier than other scheduling apps we used, but not that much. It didn't take much to get used to and once we did it worked like a breeze.",easy use learning curve easier scheduling apps used much didnt take much get used worked like breeze,NEGATIVE,0.996346772,0.277777778,0.411111111,Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Great features,5,"There are many great features of this, but the best features are the integrations with Quick Books. The product significantly decreased the reconciliation time we had to spent each month.",great feature many great feature best feature integration quick book product significantly decreased reconciliation time spent month,POSITIVE,0.644394994,0.419047619,0.514285714,Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Simple!!,5,It is fairly simple but robust enough to meet or exceed our needs. They were to accomplish or meet our need in just a few clicks of the mouse.,simple fairly simple robust enough meet exceed need accomplish meet need click mouse,POSITIVE,0.997712135,0,0.404761905,Neutral
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Easy to use,5,"After recently reviewing and comparing several scheduling and time card software programs, this software continues to lead the way with easy to use and functionality.",easy use recently reviewing comparing several scheduling time card software program software continues lead way easy use functionality,NEGATIVE,0.855961978,0.216666667,0.479166667,Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Fantastic!,5,Overall I have been very happy with them and the many improvements over the past few years have been great.,fantastic overall happy many improvement past year great,POSITIVE,0.999885559,0.375,0.566666667,Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",User friendly,5,The product is very user-friendly and customizable to my needs.,user friendly product userfriendly customizable need,NEGATIVE,0.96591115,0.375,0.5,Positive
"Staff Scheduling Professional Software; 100,000 Employees and Administrators, Staff Scheduling Calendar, PCs Only",Very satisfied!,5,Very satisfied! It automates several tasks and allow us to have one program to goto for most of what we need to do.,satisfied satisfied automates several task allow u one program goto need,POSITIVE,0.967864692,0.333333333,0.666666667,Positive
Construction Management and Estimating Software (Multiuser Edition) RSMeans construction cost data pre-embedded,Useful,5,"Covers all areas for subcontractors which means that we have fewer arguments over money. Also, you know what's going on in each job. Compared to others I have looked at, it has actually done what it says as the company actually knows construction.",useful cover area subcontractor mean fewer argument money also know whats going job compared others looked actually done say company actually know construction,NEGATIVE,0.993770421,-0.003125,0.221875,Negative
Construction Management and Estimating Software (Multiuser Edition) RSMeans construction cost data pre-embedded,I am satisfied,5,"It's easy to send receipts and reminders. Set up took some time and there is definitely a learning curve, but it is well worth it, and the customer service team is there to help at every step.",satisfied easy send receipt reminder set took time definitely learning curve well worth customer service team help every step,POSITIVE,0.995746553,0.308333333,0.608333333,Positive
Construction Management and Estimating Software (Multiuser Edition) RSMeans construction cost data pre-embedded,Very good,5,"It's just been good. As with any new system, there is some learning curve but, for the costumer Module, it's been a rather soft curve.",good good new system learning curve costumer module rather soft curve,POSITIVE,0.99963522,0.409090909,0.501136364,Positive
Construction Management and Estimating Software (Multiuser Edition) RSMeans construction cost data pre-embedded,It's really solid product,5,"It's a really solid product overall. The best features are it's ability to easily enter, edit combine or delete records.",really solid product really solid product overall best feature ability easily enter edit combine delete record,POSITIVE,0.999622107,0.286666667,0.266666667,Positive
